m/z,I,S/N,em,dbe,error,C,H,Class
335.21477,5811337,40.5,335.2147169,5,5.31E-05,21,32,O1Cl1
337.13647,3052031,20.1,337.1364666,11,3.39E-06,22,22,O1Cl1
337.23047,15161874,109.6,337.230367,4,0.000103005,21,34,O1Cl1
339.15296,5953432,41.6,339.1521167,10,0.000843327,22,24,O1Cl1
339.24604,35445676,259.4,339.2460171,3,2.29E-05,21,36,O1Cl1
341.16784,5376832,37.3,341.1677667,9,7.33E-05,22,26,O1Cl1
343.18343,5464823,37.6,343.1834168,8,1.32E-05,22,28,O1Cl1
345.19911,4571325,31,345.1990669,7,4.31E-05,22,30,O1Cl1
347.12161,6392443,44.4,347.1208165,13,0.000793456,23,20,O1Cl1
347.21481,6696593,46.6,347.2147169,6,9.31E-05,22,32,O1Cl1
349.13645,2618202,16.6,349.1364666,12,1.66E-05,23,22,O1Cl1
349.23044,8258673,57.4,349.230367,5,7.30E-05,22,34,O1Cl1
351.15287,4587079,30.8,351.1521167,11,0.000753327,23,24,O1Cl1
351.24609,20305502,144.7,351.2460171,4,7.29E-05,22,36,O1Cl1
353.16851,5247038,35.6,353.1677667,10,0.000743263,23,26,O1Cl1
353.26173,53954644,388.4,353.2616671,3,6.29E-05,22,38,O1Cl1
355.18345,5671487,38.7,355.1834168,9,3.32E-05,23,28,O1Cl1
357.19907,6620234,45.1,357.1990669,8,3.13E-06,23,30,O1Cl1
359.12079,1868101,11,359.1208165,14,2.65E-05,24,20,O1Cl1
359.21469,5263966,35.4,359.2147169,7,2.69E-05,23,32,O1Cl1
361.13729,5099617,34.2,361.1364666,13,0.000823392,24,22,O1Cl1
361.23035,6992506,47.7,361.230367,6,1.70E-05,23,34,O1Cl1
363.15221,2848899,17.9,363.1521167,12,9.33E-05,24,24,O1Cl1
363.24602,9953949,68.3,363.2460171,5,2.94E-06,23,36,O1Cl1
365.16767,3316908,21.2,365.1677667,11,9.67E-05,24,26,O1Cl1
365.26164,20806854,145.2,365.2616671,4,2.71E-05,23,38,O1Cl1
367.1842,4198620,27.4,367.1834168,10,0.000783199,24,28,O1Cl1
367.27733,69154552,488.2,367.2773172,3,1.28E-05,23,40,O1Cl1
369.19902,6247183,41.9,369.1990669,9,4.69E-05,24,30,O1Cl1
371.12055,1252396,6.4,371.1208165,15,0.000266544,25,20,O1Cl1
371.21462,6733639,44.9,371.2147169,8,9.69E-05,24,32,O1Cl1
373.04248,2853197,17.7,373.0425662,21,8.62E-05,26,10,O1Cl1
373.13643,1582951,8.8,373.1364666,14,3.66E-05,25,22,O1Cl1
373.23025,5209986,34.2,373.230367,7,0.000116995,24,34,O1Cl1
373.32419,1264028,6.5,373.3242674,0,7.74E-05,23,46,O1Cl1
375.15294,4180901,27,375.1521167,13,0.000823327,25,24,O1Cl1
375.24608,7864256,52.8,375.2460171,6,6.29E-05,24,36,O1Cl1
377.16866,3163620,19.8,377.1677667,12,0.000893263,25,26,O1Cl1
377.26173,12263934,83.7,377.2616671,5,6.29E-05,24,38,O1Cl1
379.18418,3915812,24.8,379.1834168,11,0.000763199,25,28,O1Cl1
379.27735,22412350,153.2,379.2773172,4,3.28E-05,24,40,O1Cl1
381.10563,2934345,18,381.1051665,17,0.00046352,26,18,O1Cl1
381.20004,4320868,27.6,381.1990669,10,0.000973134,25,30,O1Cl1
381.29293,67036800,462.8,381.2929673,3,3.73E-05,24,42,O1Cl1
383.12165,1361800,7.1,383.1208165,16,0.000833456,26,20,O1Cl1
383.21481,6264995,41.1,383.2147169,9,9.31E-05,25,32,O1Cl1
385.13734,1736134,9.7,385.1364666,15,0.000873392,26,22,O1Cl1
385.23038,8178401,54.4,385.230367,8,1.30E-05,25,34,O1Cl1
387.15176,1273729,6.4,387.1521167,14,0.000356673,26,24,O1Cl1
387.24591,5685532,36.7,387.2460171,7,0.000107059,25,36,O1Cl1
389.16861,3201850,19.6,389.1677667,13,0.000843263,26,26,O1Cl1
389.26177,8169301,53.7,389.2616671,6,0.000102877,25,38,O1Cl1
391.1832,3123567,19.1,391.1834168,12,0.000216801,26,28,O1Cl1
391.27738,11808137,78.7,391.2773172,5,6.28E-05,25,40,O1Cl1
393.19899,3864990,24.2,393.1990669,11,7.69E-05,26,30,O1Cl1
393.29289,25521080,172.8,393.2929673,4,7.73E-05,25,42,O1Cl1
395.21465,3996617,24.9,395.2147169,10,6.69E-05,26,32,O1Cl1
395.30858,78058976,528.8,395.3086173,3,3.73E-05,25,44,O1Cl1
397.23037,6532077,42.1,397.230367,9,3.01E-06,26,34,O1Cl1
399.15307,1777649,9.8,399.1521167,15,0.000953327,27,24,O1Cl1
399.2459,9935370,65.3,399.2460171,8,0.000117059,26,36,O1Cl1
401.16876,1970183,11.1,401.1677667,14,0.000993263,27,26,O1Cl1
401.26151,6226975,40,401.2616671,7,0.000157124,26,38,O1Cl1
403.18417,2557462,15.1,403.1834168,13,0.000753199,27,28,O1Cl1
403.27738,9367086,61.4,403.2773172,6,6.28E-05,26,40,O1Cl1
405.1989,3029021,18.1,405.1990669,12,0.000166866,27,30,O1Cl1
405.29301,12198965,80,405.2929673,5,4.27E-05,26,42,O1Cl1
407.1212,2836743,16.8,407.1208165,18,0.000383456,28,20,O1Cl1
407.21446,3799583,23.3,407.2147169,11,0.00025693,27,32,O1Cl1
407.30866,31945270,213.2,407.3086173,4,4.27E-05,26,44,O1Cl1
409.13699,3654658,22.3,409.1364666,17,0.000523392,28,22,O1Cl1
409.23016,5177882,32.6,409.230367,10,0.000206995,27,34,O1Cl1
409.32431,106153008,713.7,409.3242674,3,4.26E-05,26,46,O1Cl1
411.15293,1338359,6.7,411.1521167,16,0.000813327,28,24,O1Cl1
411.24608,5988878,38.1,411.2460171,9,6.29E-05,27,36,O1Cl1
413.26158,10761212,70.3,413.2616671,8,8.71E-05,27,38,O1Cl1
415.18304,1533902,7.9,415.1834168,14,0.000376801,28,28,O1Cl1
415.27706,6615525,41.9,415.2773172,7,0.000257188,27,40,O1Cl1
417.19998,1814706,9.8,417.1990669,13,0.000913134,28,30,O1Cl1
417.29299,9873352,63.7,417.2929673,6,2.27E-05,27,42,O1Cl1
419.21455,4330384,26.6,419.2147169,12,0.00016693,28,32,O1Cl1
419.3087,16037286,104.9,419.3086173,5,8.27E-05,27,44,O1Cl1
421.23011,4444521,27.4,421.230367,11,0.000256995,28,34,O1Cl1
421.32431,51687296,343.2,421.3242674,4,4.26E-05,27,46,O1Cl1
423.15301,1339687,6.6,423.1521167,17,0.000893327,29,24,O1Cl1
423.24588,6676796,42.3,423.2460171,10,0.000137059,28,36,O1Cl1
423.33995,162533712,1084.1,423.3399174,3,3.26E-05,27,48,O1Cl1
425.26167,7597835,48,425.2616671,9,2.88E-06,28,38,O1Cl1
427.18353,1568704,8.1,427.1834168,15,0.000113199,29,28,O1Cl1
427.27728,11179221,71.7,427.2773172,8,3.72E-05,28,40,O1Cl1
429.29275,6322843,39.6,429.2929673,7,0.000217252,28,42,O1Cl1
431.21451,2425416,13.7,431.2147169,13,0.00020693,29,32,O1Cl1
431.30862,12591197,81.1,431.3086173,6,2.68E-06,28,44,O1Cl1
433.22993,3295494,19.5,433.230367,12,0.000436995,29,34,O1Cl1
433.32432,16362011,106,433.3242674,5,5.26E-05,28,46,O1Cl1
435.24561,3307456,19.4,435.2460171,11,0.000407059,29,36,O1Cl1
435.33996,46881748,305.1,435.3399174,4,4.26E-05,28,48,O1Cl1
437.16817,1819491,9.6,437.1677667,17,0.000403263,30,26,O1Cl1
437.26143,5721975,35.2,437.2616671,10,0.000237124,29,38,O1Cl1
437.35557,160505232,1050.1,437.3555675,3,2.49E-06,28,50,O1Cl1
439.27735,6742827,41.9,439.2773172,9,3.28E-05,29,40,O1Cl1
441.19851,1461447,7.3,441.1990669,15,0.000556866,30,30,O1Cl1
441.29293,12146907,77.3,441.2929673,8,3.73E-05,29,42,O1Cl1
443.21494,1547893,7.8,443.2147169,14,0.00022307,30,32,O1Cl1
443.30828,7372425,46,443.3086173,7,0.000337317,29,44,O1Cl1
445.23006,2067487,11.1,445.230367,13,0.000306995,30,34,O1Cl1
445.32433,12249139,77.2,445.3242674,6,6.26E-05,29,46,O1Cl1
447.24575,3437000,20,447.2460171,12,0.000267059,30,36,O1Cl1
447.33987,18965980,120.8,447.3399174,5,4.74E-05,29,48,O1Cl1
449.26124,3508078,20.5,449.2616671,11,0.000427123,30,38,O1Cl1
449.35562,35329920,227,449.3555675,4,5.25E-05,29,50,O1Cl1
451.27729,4084498,24.2,451.2773172,10,2.72E-05,30,40,O1Cl1
451.37125,117303592,759,451.3712176,3,3.24E-05,29,52,O1Cl1
453.19935,1347233,6.4,453.1990669,16,0.000283134,31,30,O1Cl1
453.29291,8209077,51,453.2929673,9,5.73E-05,30,42,O1Cl1
455.2146,1422146,6.9,455.2147169,15,0.00011693,31,32,O1Cl1
455.30861,11146325,70,455.3086173,8,7.32E-06,30,44,O1Cl1
457.2297,2346209,12.8,457.230367,14,0.000666995,31,34,O1Cl1
457.32378,7473653,45.7,457.3242674,7,0.000487381,30,46,O1Cl1
459.24556,3381119,19.4,459.2460171,13,0.000457059,31,36,O1Cl1
459.33988,12056467,75.1,459.3399174,6,3.74E-05,30,48,O1Cl1
461.26128,3004188,17,461.2616671,12,0.000387123,31,38,O1Cl1
461.35558,17215792,108.2,461.3555675,5,1.25E-05,30,50,O1Cl1
463.27696,4150969,24.3,463.2773172,11,0.000357188,31,40,O1Cl1
463.37119,35373772,224.7,463.3712176,4,2.76E-05,30,52,O1Cl1
465.19916,1425985,6.9,465.1990669,17,9.31E-05,32,30,O1Cl1
465.29268,5214805,31.2,465.2929673,10,0.000287252,31,42,O1Cl1
465.38688,105509992,674.8,465.3868676,3,1.24E-05,30,54,O1Cl1
467.21449,1613021,8.1,467.2147169,16,0.00022693,32,32,O1Cl1
467.30862,7798256,47.7,467.3086173,9,2.68E-06,31,44,O1Cl1
469.23046,2339192,12.6,469.230367,15,9.30E-05,32,34,O1Cl1
469.32427,10455947,64,469.3242674,8,2.62E-06,31,46,O1Cl1
471.24579,2236435,11.9,471.2460171,14,0.000227059,32,36,O1Cl1
471.33953,8000806,48.4,471.3399174,7,0.000387445,31,48,O1Cl1
473.26134,2757806,15.2,473.2616671,13,0.000327123,32,38,O1Cl1
473.35553,11215553,68.8,473.3555675,6,3.75E-05,31,50,O1Cl1
475.27716,3467850,19.7,475.2773172,12,0.000157188,32,40,O1Cl1
475.37121,17226844,106.9,475.3712176,5,7.57E-06,31,52,O1Cl1
477.19915,1640402,8.1,477.1990669,18,8.31E-05,33,30,O1Cl1
477.29304,4972005,29.2,477.2929673,11,7.27E-05,32,42,O1Cl1
477.38686,35646968,223.6,477.3868676,4,7.64E-06,31,54,O1Cl1
479.30846,5248896,31,479.3086173,10,0.000157317,32,44,O1Cl1
479.40248,98664336,623,479.4025177,3,3.77E-05,31,56,O1Cl1
481.32417,7744796,46.2,481.3242674,9,9.74E-05,32,46,O1Cl1
483.3398,12251831,74.4,483.3399174,8,0.000117445,32,48,O1Cl1
485.26145,2036288,10.5,485.2616671,14,0.000217123,33,38,O1Cl1
485.35532,8986707,54,485.3555675,7,0.00024751,32,50,O1Cl1
487.27747,3582941,20.1,487.2773172,13,0.000152812,33,40,O1Cl1
487.37116,11133424,67.4,487.3712176,6,5.76E-05,32,52,O1Cl1
489.29278,3444090,19.3,489.2929673,12,0.000187252,33,42,O1Cl1
489.38672,16349069,100,489.3868676,5,0.000147639,32,54,O1Cl1
491.4025,37157160,230.2,491.4025177,4,1.77E-05,32,56,O1Cl1
493.32452,6570676,38.8,493.3242674,10,0.000252619,33,46,O1Cl1
493.41811,96783048,603.2,493.4181678,3,5.78E-05,32,58,O1Cl1
495.24585,1498303,7,495.2460171,16,0.000167059,34,36,O1Cl1
495.33981,7171667,42,495.3399174,9,0.000107446,33,48,O1Cl1
497.2617,1987038,10,497.2616671,15,3.29E-05,34,38,O1Cl1
497.35558,11582961,69.2,497.3555675,8,1.25E-05,33,50,O1Cl1
499.27703,2043517,10.4,499.2773172,14,0.000287188,34,40,O1Cl1
499.37119,10171280,60.5,499.3712176,7,2.76E-05,33,52,O1Cl1
501.2926,2703133,14.4,501.2929673,13,0.000367252,34,42,O1Cl1
501.38683,11480368,68.6,501.3868676,6,3.76E-05,33,54,O1Cl1
503.30871,3908286,21.9,503.3086173,12,9.27E-05,34,44,O1Cl1
503.40251,16929488,102.2,503.4025177,5,7.70E-06,33,56,O1Cl1
505.32423,5703775,32.9,505.3242674,11,3.74E-05,34,46,O1Cl1
505.41818,39531636,241.7,505.4181678,4,1.22E-05,33,58,O1Cl1
507.2463,1628654,7.8,507.2460171,17,0.000282941,35,36,O1Cl1
507.33992,6717953,39.2,507.3399174,10,2.55E-06,34,48,O1Cl1
507.43382,90265112,554.8,507.4338178,3,2.17E-06,33,60,O1Cl1
509.26219,1588881,7.4,509.2616671,16,0.000522877,35,38,O1Cl1
509.35561,8130468,47.2,509.3555675,9,4.25E-05,34,50,O1Cl1
511.27728,2364212,12.2,511.2773172,15,3.72E-05,35,40,O1Cl1
511.37132,12681544,74.9,511.3712176,8,0.000102426,34,52,O1Cl1
513.29301,2506201,13,513.2929673,14,4.27E-05,35,42,O1Cl1
513.38698,12583661,74.3,513.3868676,7,0.000112361,34,54,O1Cl1
515.30847,4061823,22.5,515.3086173,13,0.000147317,35,44,O1Cl1
515.40248,12070035,71.2,515.4025177,6,3.77E-05,34,56,O1Cl1
517.23049,1421522,6.4,517.230367,19,0.000123005,36,34,O1Cl1
517.3242,4659750,26.1,517.3242674,12,6.74E-05,35,46,O1Cl1
517.41815,17520186,104.4,517.4181678,5,1.78E-05,34,58,O1Cl1
519.34003,5028814,28.4,519.3399174,11,0.000112554,35,48,O1Cl1
519.43386,36601824,220.5,519.4338178,4,4.22E-05,34,60,O1Cl1
521.26182,1588067,7.4,521.2616671,17,0.000152877,36,38,O1Cl1
521.35572,7115639,41,521.3555675,10,0.00015249,35,50,O1Cl1
521.44944,80372104,486.8,521.4494679,3,2.79E-05,34,62,O1Cl1
523.27815,1482509,6.8,523.2773172,16,0.000832812,36,40,O1Cl1
523.37115,9548577,55.8,523.3712176,9,6.76E-05,35,52,O1Cl1
525.29313,2594488,13.4,525.2929673,15,0.000162748,36,42,O1Cl1
525.38696,11585740,67.4,525.3868676,8,9.24E-05,35,54,O1Cl1
527.30842,2447717,12.5,527.3086173,14,0.000197317,36,44,O1Cl1
527.4025,12709497,74.1,527.4025177,7,1.77E-05,35,56,O1Cl1
529.32353,3054611,16.1,529.3242674,13,0.000737381,36,46,O1Cl1
529.41814,9634855,55.7,529.4181678,6,2.78E-05,35,58,O1Cl1
531.34018,4338115,23.8,531.3399174,12,0.000262555,36,48,O1Cl1
531.43391,14658006,85.8,531.4338178,5,9.22E-05,35,60,O1Cl1
533.35548,6020979,33.9,533.3555675,11,8.75E-05,36,50,O1Cl1
533.44941,35679112,212.1,533.4494679,4,5.79E-05,35,62,O1Cl1
535.27714,1549585,7.1,535.2773172,17,0.000177188,37,40,O1Cl1
535.37142,8316198,47.7,535.3712176,10,0.000202426,36,52,O1Cl1
535.46505,74927416,448,535.465118,3,6.80E-05,35,64,O1Cl1
537.2926,1900229,9.2,537.2929673,16,0.000367252,37,42,O1Cl1
537.3866,9141977,52.7,537.3868676,9,0.000267639,36,54,O1Cl1
539.30923,1927290,9.3,539.3086173,15,0.000612683,37,44,O1Cl1
539.40236,13017230,76,539.4025177,8,0.000157703,36,56,O1Cl1
541.3243,3366960,17.8,541.3242674,14,3.26E-05,37,46,O1Cl1
541.41818,16394821,95.1,541.4181678,7,1.22E-05,36,58,O1Cl1
541.51169,1379673,6,541.5120682,0,0.000378154,35,70,O1Cl1
543.33952,3789288,20.3,543.3399174,13,0.000397445,37,48,O1Cl1
543.43374,11510780,66.1,543.4338178,6,7.78E-05,36,60,O1Cl1
545.35558,5490080,30.4,545.3555675,12,1.25E-05,37,50,O1Cl1
545.4495,18421172,107.2,545.4494679,5,3.21E-05,36,62,O1Cl1
547.27746,1426243,6.2,547.2773172,18,0.000142812,38,40,O1Cl1
547.37111,7135064,40.1,547.3712176,11,0.000107574,37,52,O1Cl1
547.46503,35645292,209.4,547.465118,4,8.80E-05,36,64,O1Cl1
549.29368,1869052,8.9,549.2929673,17,0.000712748,38,42,O1Cl1
549.38716,8933648,50.8,549.3868676,10,0.000292361,37,54,O1Cl1
549.48069,79493416,469.8,549.480768,3,7.80E-05,36,66,O1Cl1
551.30855,2102195,10.3,551.3086173,16,6.73E-05,38,44,O1Cl1
551.40234,10327751,59.1,551.4025177,9,0.000177703,37,56,O1Cl1
553.32437,2691562,13.8,553.3242674,15,0.000102619,38,46,O1Cl1
553.41821,16686206,96.8,553.4181678,8,4.22E-05,37,58,O1Cl1
555.34011,3096608,16.2,555.3399174,14,0.000192555,38,48,O1Cl1
555.43376,17565236,102.1,555.4338178,7,5.78E-05,37,60,O1Cl1
557.35594,3897812,20.6,557.3555675,13,0.00037249,38,50,O1Cl1
557.44941,11128808,63.1,557.4494679,6,5.79E-05,37,62,O1Cl1
559.37128,4190598,22.4,559.3712176,12,6.24E-05,38,52,O1Cl1
559.46503,16615834,95.2,559.465118,5,8.80E-05,37,64,O1Cl1
561.38689,7265079,40.4,561.3868676,11,2.24E-05,38,54,O1Cl1
561.48073,35611468,206.6,561.480768,4,3.80E-05,37,66,O1Cl1
563.30843,1821904,8.5,563.3086173,17,0.000187317,39,44,O1Cl1
563.40252,11117796,63,563.4025177,10,2.30E-06,38,56,O1Cl1
563.49635,68420856,399,563.4964181,3,6.81E-05,37,68,O1Cl1
565.32475,1868155,8.7,565.3242674,16,0.000482619,39,46,O1Cl1
565.41812,10251919,57.9,565.4181678,9,4.78E-05,38,58,O1Cl1
567.34016,2788387,14.1,567.3399174,15,0.000242554,39,48,O1Cl1
567.43383,18767926,107.8,567.4338178,8,1.22E-05,38,60,O1Cl1
569.35533,2911688,14.9,569.3555675,14,0.00023751,39,50,O1Cl1
569.4496,16646619,95.4,569.4494679,7,0.000132104,38,62,O1Cl1
569.54297,1432942,6.2,569.5433683,0,0.000398283,37,74,O1Cl1
571.37152,4284776,22.9,571.3712176,13,0.000302426,39,52,O1Cl1
571.46512,10649467,60.2,571.465118,6,2.04E-06,38,64,O1Cl1
573.38698,4807428,26,573.3868676,12,0.000112361,39,54,O1Cl1
573.48081,15987991,91.5,573.480768,5,4.20E-05,38,66,O1Cl1
575.40243,6840988,37.4,575.4025177,11,8.77E-05,39,56,O1Cl1
575.49642,32317102,184.8,575.4964181,4,1.91E-06,38,68,O1Cl1
577.41819,9340975,51.9,577.4181678,10,2.22E-05,39,58,O1Cl1
577.51202,55521344,319.1,577.5120682,3,4.82E-05,38,70,O1Cl1
579.34011,1642730,7.3,579.3399174,16,0.000192554,40,48,O1Cl1
579.43392,10912188,60.9,579.4338178,9,0.000102168,39,60,O1Cl1
581.35628,2138418,10.2,581.3555675,15,0.00071249,40,50,O1Cl1
581.4494,16126788,91.1,581.4494679,8,6.79E-05,39,62,O1Cl1
583.37111,2950581,14.9,583.3712176,14,0.000107574,40,52,O1Cl1
583.46528,15518918,87.6,583.465118,7,0.000162039,39,64,O1Cl1
585.3872,4003377,21,585.3868676,13,0.000332361,40,54,O1Cl1
585.48081,9198146,51,585.480768,6,4.20E-05,39,66,O1Cl1
587.40274,4712358,25.1,587.4025177,12,0.000222297,40,56,O1Cl1
587.49633,15169463,85.6,587.4964181,5,8.81E-05,39,68,O1Cl1
589.41837,6046997,32.8,589.4181678,11,0.000202232,40,58,O1Cl1
589.51202,28805414,164.5,589.5120682,4,4.82E-05,39,70,O1Cl1
591.43391,9123452,50.6,591.4338178,10,9.22E-05,40,60,O1Cl1
591.52761,46594700,267.5,591.5277182,3,0.000108218,39,72,O1Cl1
593.35565,2801611,14,593.3555675,16,8.25E-05,41,50,O1Cl1
593.4495,8772571,48.6,593.4494679,9,3.21E-05,40,62,O1Cl1
595.37119,2786083,13.9,595.3712176,15,2.76E-05,41,52,O1Cl1
595.4651,14812467,83.2,595.465118,8,1.80E-05,40,64,O1Cl1
597.3871,2841203,14.2,597.3868676,14,0.000232361,41,54,O1Cl1
597.48087,13962882,78.3,597.480768,7,0.000101975,40,66,O1Cl1
599.40258,3778490,19.6,599.4025177,13,6.23E-05,41,56,O1Cl1
599.49643,11577289,64.6,599.4964181,6,1.19E-05,40,68,O1Cl1
601.41814,4232952,22.2,601.4181678,12,2.78E-05,41,58,O1Cl1
601.51207,15481094,87.1,601.5120682,5,1.85E-06,40,70,O1Cl1
603.4339,6566445,35.6,603.4338178,11,8.22E-05,41,60,O1Cl1
603.52769,29344314,167,603.5277182,4,2.82E-05,40,72,O1Cl1
605.35604,1591114,7,605.3555675,17,0.00047249,42,50,O1Cl1
605.4496,10384215,57.7,605.4494679,10,0.000132104,41,62,O1Cl1
605.54348,45810532,262,605.5433683,3,0.000111717,40,74,O1Cl1
607.37068,1884779,8.6,607.3712176,16,0.000537574,42,52,O1Cl1
607.46529,8584312,47.3,607.465118,9,0.000172039,41,64,O1Cl1
609.38724,2472835,12,609.3868676,15,0.000372361,42,54,O1Cl1
609.48087,13534607,75.8,609.480768,8,0.000101975,41,66,O1Cl1
609.57369,1561244,6.8,609.5746684,1,0.000978412,40,78,O1Cl1
611.40251,2996880,15.1,611.4025177,14,7.70E-06,42,56,O1Cl1
611.49655,12080796,67.4,611.4964181,7,0.00013191,41,68,O1Cl1
613.41828,3650196,18.8,613.4181678,13,0.000112232,42,58,O1Cl1
613.51185,8291232,45.6,613.5120682,6,0.000218154,41,70,O1Cl1
615.43393,4800655,25.4,615.4338178,12,0.000112168,42,60,O1Cl1
615.5278,13039770,72.8,615.5277182,5,8.18E-05,41,72,O1Cl1
617.44976,5331330,28.5,617.4494679,11,0.000292104,42,62,O1Cl1
617.54333,24168844,136.9,617.5433683,4,3.83E-05,41,74,O1Cl1
619.37113,2123361,10,619.3712176,17,8.76E-05,43,52,O1Cl1
619.46534,7511660,41,619.465118,10,0.000222039,42,64,O1Cl1
619.55913,38455928,219.1,619.5590183,3,0.000111653,41,76,O1Cl1
621.38723,1675588,7.4,621.3868676,16,0.000362361,43,54,O1Cl1
621.48078,7380815,40.3,621.480768,9,1.20E-05,42,66,O1Cl1
623.40276,2379808,11.5,623.4025177,15,0.000242297,43,56,O1Cl1
623.4966,11910186,66.3,623.4964181,8,0.00018191,42,68,O1Cl1
625.41814,1973493,9.1,625.4181678,14,2.78E-05,43,58,O1Cl1
625.51204,10726655,59.5,625.5120682,7,2.82E-05,42,70,O1Cl1
627.43377,4450244,23.4,627.4338178,13,4.78E-05,43,60,O1Cl1
627.52799,7728590,42.2,627.5277182,6,0.000271782,42,72,O1Cl1
629.44926,3524749,18.1,629.4494679,12,0.000207896,43,62,O1Cl1
629.54348,12578454,70.2,629.5433683,5,0.000111717,42,74,O1Cl1
631.46505,5239633,27.9,631.465118,11,6.80E-05,43,64,O1Cl1
631.55907,20787034,117.4,631.5590183,4,5.17E-05,42,76,O1Cl1
633.48096,6733840,36.5,633.480768,10,0.000191975,43,66,O1Cl1
633.5746,31342616,178.2,633.5746684,3,6.84E-05,42,78,O1Cl1
635.49621,5998794,32.3,635.4964181,9,0.00020809,43,68,O1Cl1
637.41747,1633655,7.1,637.4181678,15,0.000697768,44,58,O1Cl1
637.51199,9830783,54.2,637.5120682,8,7.82E-05,43,70,O1Cl1
639.43408,3136554,15.8,639.4338178,14,0.000262168,44,60,O1Cl1
639.52829,9071154,49.9,639.5277182,7,0.000571782,43,72,O1Cl1
641.44969,3771609,19.4,641.4494679,13,0.000222104,44,62,O1Cl1
641.54338,7296737,39.7,641.5433683,6,1.17E-05,43,74,O1Cl1
643.37166,1582462,6.8,643.3712176,19,0.000442426,45,52,O1Cl1
643.46512,4244870,22.1,643.465118,12,2.04E-06,44,64,O1Cl1
643.55888,9033614,49.6,643.5590183,5,0.000138347,43,76,O1Cl1
645.48031,4084272,21.2,645.480768,11,0.000458025,44,66,O1Cl1
645.5743,17736760,99.6,645.5746684,4,0.000368412,43,78,O1Cl1
647.49656,5556441,29.7,647.4964181,10,0.00014191,44,68,O1Cl1
647.59034,24603872,139.1,647.5903185,3,2.15E-05,43,80,O1Cl1
649.5124,5509504,29.4,649.5120682,9,0.000331846,44,70,O1Cl1
651.43373,2653214,13,651.4338178,15,8.78E-05,45,60,O1Cl1
651.52744,8494629,46.5,651.5277182,8,0.000278218,44,72,O1Cl1
653.44969,2346691,11.2,653.4494679,14,0.000222104,45,62,O1Cl1
653.54349,8388299,45.9,653.5433683,7,0.000121717,44,74,O1Cl1
655.46519,2562153,12.5,655.465118,13,7.20E-05,45,64,O1Cl1
655.55872,6666097,36,655.5590183,6,0.000298347,44,76,O1Cl1
657.48123,3238927,16.4,657.480768,12,0.000461975,45,66,O1Cl1
657.57473,9355286,51.5,657.5746684,5,6.16E-05,44,78,O1Cl1
659.49599,4188341,21.8,659.4964181,11,0.00042809,45,68,O1Cl1
659.59041,18229438,102.5,659.5903185,4,9.15E-05,44,80,O1Cl1
661.51144,5652829,30.1,661.5120682,10,0.000628154,45,70,O1Cl1
661.60577,24303974,136.7,661.6059685,3,0.00019854,44,82,O1Cl1
663.52778,5931527,31.7,663.5277182,9,6.18E-05,45,72,O1Cl1
665.44922,1903019,8.6,665.4494679,15,0.000247896,46,62,O1Cl1
665.54314,8352435,45.5,665.5433683,8,0.000228283,45,74,O1Cl1
667.46553,2109017,9.8,667.465118,14,0.000412039,46,64,O1Cl1
667.55927,8012641,43.6,667.5590183,7,0.000251653,45,76,O1Cl1
669.48045,3227914,16.2,669.480768,13,0.000318025,46,66,O1Cl1
669.57444,6040594,32.3,669.5746684,6,0.000228412,45,78,O1Cl1
671.49633,3665087,18.7,671.4964181,12,8.81E-05,46,68,O1Cl1
671.59026,9915591,54.4,671.5903185,5,5.85E-05,45,80,O1Cl1
673.41808,1510511,6.4,673.4181678,18,8.78E-05,47,58,O1Cl1
673.51187,4996471,26.3,673.5120682,11,0.000198154,46,70,O1Cl1
673.60576,17018240,95,673.6059685,4,0.00020854,45,82,O1Cl1
675.52737,4585524,24,675.5277182,10,0.000348218,46,72,O1Cl1
675.62168,23879230,134.3,675.6216186,3,6.14E-05,45,84,O1Cl1
677.54256,5827318,31.1,677.5433683,9,0.000808283,46,74,O1Cl1
679.46478,2368947,11.3,679.465118,15,0.000337961,47,64,O1Cl1
679.55861,8242109,44.9,679.5590183,8,0.000408347,46,76,O1Cl1
681.47987,2135166,10,681.480768,14,0.000898025,47,66,O1Cl1
681.57474,7706760,41.8,681.5746684,7,7.16E-05,46,78,O1Cl1
683.49562,2786638,13.7,683.4964181,13,0.000798089,47,68,O1Cl1
683.59044,5170519,27.3,683.5903185,6,0.000121524,46,80,O1Cl1
685.51184,4374561,22.8,685.5120682,12,0.000228154,47,70,O1Cl1
685.60579,9285162,50.8,685.6059685,5,0.00017854,46,82,O1Cl1
687.5278,3709687,18.9,687.5277182,11,8.18E-05,47,72,O1Cl1
687.62169,15547137,86.2,687.6216186,4,7.14E-05,46,84,O1Cl1
689.54311,5486544,29,689.5433683,10,0.000258283,47,74,O1Cl1
689.63699,20300762,113.2,689.6372687,3,0.000278669,46,86,O1Cl1
691.55874,5131436,26.9,691.5590183,9,0.000278347,47,76,O1Cl1
693.48076,1824639,8.1,693.480768,15,8.03E-06,48,66,O1Cl1
693.57438,7318921,39.4,693.5746684,8,0.000288412,47,78,O1Cl1
695.49579,2289246,10.8,695.4964181,14,0.000628089,48,68,O1Cl1
695.59008,7386728,39.8,695.5903185,7,0.000238476,47,80,O1Cl1
697.51209,2833726,13.9,697.5120682,13,2.18E-05,48,70,O1Cl1
